image,top_prompts,top_scores
MHIST_aaa.png,"['an H&E image showing stromal tissue.', 'a photomicrograph of stroma.', 'stromal tissue, H&E stain.', 'a photomicrograph of stromal tissue.', 'an example of stromal tissue.', 'an image of stromal tissue.', 'an image of stroma.', 'a photomicrograph of stromal cells.', 'stroma, H&E.', 'an example of stroma.']","[0.5665603280067444, 0.5658946633338928, 0.565784215927124, 0.5615105032920837, 0.5559209585189819, 0.5512044429779053, 0.5497274398803711, 0.5462712645530701, 0.5410547256469727, 0.5247039794921875]"
MHIST_aab.png,"['uninvolved colon mucosa, H&E.', 'normal colonic mucosa, H&E.', 'normal colonic mucosa, H&E stain.', 'a histopathological image showing normal colon mucosa.', 'a histopathological image showing normal colonic mucosa.', 'normal colon mucosa, H&E.', 'an H&E image showing normal colonic mucosa.', 'uninvolved colon mucosa, H&E stain.', 'an H&E image of normal colonic mucosa.', 'an H&E image showing uninvolved colon mucosa.']","[0.6450505256652832, 0.6439041495323181, 0.6232246160507202, 0.596282958984375, 0.5888808965682983, 0.5886819362640381, 0.5791305303573608, 0.5693321824073792, 0.5591058135032654, 0.5516352653503418]"
MHIST_aac.png,"['uninvolved colon mucosa, H&E.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'a histopathological image showing normal colon mucosa.', 'a photomicrograph showing normal colon mucosa.', 'normal colonic mucosa, H&E.', 'an H&E image showing normal colon mucosa.', 'normal colonic mucosa, H&E stain.', 'an H&E image of uninvolved colon mucosa.', 'an H&E stained image of normal colon mucosa.']","[0.5872123837471008, 0.5775924921035767, 0.5639334917068481, 0.5637173652648926, 0.5627233982086182, 0.5525909662246704, 0.5456054210662842, 0.5320907831192017, 0.5201591849327087, 0.5172356367111206]"
MHIST_aad.png,"['uninvolved colon mucosa, H&E.', 'mucin pool, H&E stain.', 'an H&E image showing uninvolved colon mucosa.', 'mucin, H&E stain.', 'a histopathological image showing adenocarcinoma.', 'mucin.', 'uninvolved colon mucosa, H&E stain.', 'a photomicrograph showing normal colon mucosa.', 'malignant epithelium, H&E stain.', 'a photomicrograph showing colorectal adenocarcinoma.']","[0.5449772477149963, 0.5093099474906921, 0.502812385559082, 0.4871576130390167, 0.48427268862724304, 0.48299816250801086, 0.48245468735694885, 0.479436457157135, 0.47590285539627075, 0.4680303931236267]"
MHIST_aae.png,"['uninvolved colon mucosa, H&E.', 'uninvolved colon mucosa, H&E stain.', 'a histopathological image showing normal colon mucosa.', 'normal colonic mucosa, H&E stain.', 'a photomicrograph showing normal colon mucosa.', 'mucin.', 'an H&E image showing normal colonic mucosa.', 'an H&E image showing normal colon mucosa.', 'an H&E stained image of normal colon mucosa.', 'an H&E image of uninvolved colon mucosa.']","[0.6034112572669983, 0.5584883093833923, 0.5507610440254211, 0.5493187308311462, 0.5490492582321167, 0.5203431248664856, 0.5149714350700378, 0.5128923654556274, 0.5105929374694824, 0.5031999349594116]"
MHIST_aaf.png,"['a histopathological image showing normal colonic mucosa.', 'an H&E image showing normal colonic mucosa.', 'shows normal colonic mucosa.', 'a histopathological image showing normal colon mucosa.', 'this is normal colonic mucosa.', 'shows normal colon mucosa.', 'there is normal colonic mucosa.', 'normal colonic mucosa is shown.', 'normal colonic mucosa is present.', 'normal colonic mucosa, H&E.']","[0.6007488965988159, 0.5699552297592163, 0.5628848075866699, 0.539170503616333, 0.5349810123443604, 0.521463930606842, 0.518994927406311, 0.5185739994049072, 0.5178335905075073, 0.5106604099273682]"
MHIST_aag.png,"['uninvolved colon mucosa, H&E.', 'an image of background.', 'normal colonic mucosa, H&E.', 'an image showing adenocarcinoma.', 'a histopathological image of background.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E stained image showing background.', 'mucin pool, H&E stain.', 'background artifacts, H&E stain.', 'a photomicrograph of background.']","[0.5276891589164734, 0.5165646076202393, 0.5145196914672852, 0.513791024684906, 0.5050792098045349, 0.5036785006523132, 0.5026227235794067, 0.4969291090965271, 0.4849107563495636, 0.48165467381477356]"
MHIST_aah.png,"['uninvolved colon mucosa, H&E.', 'an H&E image of mucin pool.', 'an H&E image showing uninvolved colon mucosa.', 'mucin, H&E stain.', 'an H&E stained image of mucin pool.', 'an H&E image of uninvolved colon mucosa.', 'uninvolved colon mucosa, H&E stain.', 'mucin pool, H&E stain.', 'an H&E stained image of normal colon mucosa.', 'an H&E image showing normal colon mucosa.']","[0.5660053491592407, 0.5433627367019653, 0.5370592474937439, 0.5308003425598145, 0.5288403034210205, 0.5217642784118652, 0.5067443251609802, 0.5033799409866333, 0.48702505230903625, 0.4781321585178375]"
MHIST_aai.png,"['mucin.', 'mucin pool, H&E stain.', 'mucus, H&E stain.', 'mucin, H&E stain.', 'mucin pool, H&E.', 'mucus pool, H&E stain.', 'an H&E stained image of mucin pool.', 'an H&E image of mucin pool.', 'this is mucus.', 'an H&E stained image of mucus pool.']","[0.5630946159362793, 0.5473556518554688, 0.5372459888458252, 0.5359712243080139, 0.53034907579422, 0.5184667110443115, 0.5162785649299622, 0.5122572779655457, 0.5077400803565979, 0.5057951211929321]"
MHIST_aaj.png,"['uninvolved colon mucosa, H&E.', 'a histopathological image showing normal colon mucosa.', 'an H&E stained image of mucin pool.', 'an H&E image of uninvolved colon mucosa.', 'an H&E image of mucin pool.', 'an H&E image showing normal colonic mucosa.', 'a histopathological photograph of fat.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E stained image of normal colonic mucosa.', 'mucin.']","[0.5215768814086914, 0.44703271985054016, 0.4423638582229614, 0.4398057162761688, 0.4394865930080414, 0.4318464994430542, 0.42501747608184814, 0.4233897030353546, 0.4216640889644623, 0.42159003019332886]"
