image,top_prompts,top_scores
MHIST_aaa.png,"['mucin pool, H&E stain.', 'an H&E image of mucin pool.', 'this is mucin.', 'an example of stroma.', 'mucin, H&E stain.', 'mucin pool, H&E.', 'mucus pool, H&E stain.', 'an H&E image showing mucin.', 'mucus pool, H&E.', 'mucus, H&E stain.']","[0.5865885019302368, 0.5649659037590027, 0.5492966771125793, 0.5449481010437012, 0.5351364612579346, 0.5301617980003357, 0.5265688896179199, 0.5261462330818176, 0.523743748664856, 0.5200121998786926]"
MHIST_aab.png,"['normal colonic mucosa, H&E.', 'uninvolved colon mucosa, H&E.', 'a histopathological image showing normal colonic mucosa.', 'a histopathological image showing normal colon mucosa.', 'normal colonic mucosa, H&E stain.', 'an H&E image showing normal colonic mucosa.', 'normal colon mucosa, H&E.', 'a histopathological photograph showing normal colon mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'a histopathological image of muscularis mucosa.']","[0.6595893502235413, 0.654023289680481, 0.6410096883773804, 0.6243451237678528, 0.6077507734298706, 0.5965781807899475, 0.5956733226776123, 0.585335373878479, 0.5808979272842407, 0.5703467130661011]"
MHIST_aac.png,"['mucin.', 'mucin pool, H&E stain.', 'mucin pool, H&E.', 'mucin, H&E stain.', 'there is mucin.', 'an H&E stained image of mucin pool.', 'an H&E image of mucin pool.', 'mucin, H&E.', 'mucus, H&E stain.', 'this is mucus.']","[0.5429717302322388, 0.5386497378349304, 0.5256462097167969, 0.5109626650810242, 0.496954083442688, 0.4892562925815582, 0.4682150185108185, 0.4606589376926422, 0.4432603120803833, 0.4322148561477661]"
MHIST_aad.png,"['mucin pool, H&E stain.', 'mucin.', 'mucin, H&E stain.', 'mucin pool, H&E.', 'an H&E image showing background.', 'an H&E stained image showing background.', 'an H&E image of background.', 'an H&E image of mucin pool.', 'mucin, H&E.', 'an H&E stained image of background.']","[0.5627020597457886, 0.4912969470024109, 0.47943827509880066, 0.47048014402389526, 0.46017131209373474, 0.4509674608707428, 0.4432685077190399, 0.4390164017677307, 0.42322680354118347, 0.4206691384315491]"
MHIST_aae.png,"['uninvolved colon mucosa, H&E.', 'a photomicrograph showing normal colon mucosa.', 'a histopathological image showing normal colon mucosa.', 'uninvolved colon mucosa, H&E stain.', 'a histopathological photograph showing normal colonic mucosa.', 'a histopathological photograph showing normal colon mucosa.', 'normal colonic mucosa, H&E stain.', 'a histopathological photograph of normal colonic mucosa.', 'a histopathological image showing normal colonic mucosa.', 'mucin.']","[0.5953527688980103, 0.5664070844650269, 0.5525946617126465, 0.5335319638252258, 0.5318708419799805, 0.5254864692687988, 0.5246635675430298, 0.5179845094680786, 0.49485212564468384, 0.49213701486587524]"
MHIST_aaf.png,"['a histopathological image showing normal colonic mucosa.', 'shows normal colonic mucosa.', 'an H&E image showing normal colonic mucosa.', 'normal colonic mucosa, H&E.', 'a histopathological image showing normal colon mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image showing mucin.', 'an H&E image showing muscularis mucosa.', 'normal colonic mucosa.', 'this is mucus.']","[0.48575350642204285, 0.438437283039093, 0.425972580909729, 0.4179673194885254, 0.4166345000267029, 0.40056124329566956, 0.39475956559181213, 0.3917502760887146, 0.3903820216655731, 0.38976073265075684]"
MHIST_aag.png,"['a photomicrograph of background.', 'uninvolved colon mucosa, H&E.', 'an H&E stained image showing background.', 'normal colonic mucosa, H&E.', 'a histopathological image of background.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image showing background.', 'lymphoid aggregate, H&E stain.', 'a photomicrograph showing normal colon mucosa.', 'lymphoid aggregate, H&E.']","[0.5359402298927307, 0.5188829302787781, 0.5031213164329529, 0.4977843463420868, 0.4937865138053894, 0.4900808036327362, 0.4885064661502838, 0.48711347579956055, 0.4781729578971863, 0.47707369923591614]"
MHIST_aah.png,"['an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'mucin, H&E stain.', 'an H&E stained image of mucin.', 'an H&E image showing mucin pool.', 'uninvolved colon mucosa, H&E.', 'mucin pool, H&E stain.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image showing mucin.', 'mucin, H&E.']","[0.5786945819854736, 0.5630450248718262, 0.5552340745925903, 0.5390759706497192, 0.534575879573822, 0.5288083553314209, 0.5235356688499451, 0.5133037567138672, 0.506979763507843, 0.4962906539440155]"
MHIST_aai.png,"['mucus, H&E stain.', 'mucus.', 'mucin.', 'an H&E stained image of mucus pool.', 'mucus pool, H&E stain.', 'mucin pool, H&E stain.', 'an H&E image of mucus pool.', 'this is mucus.', 'mucin, H&E stain.', 'this is mucus pool.']","[0.5293890833854675, 0.5289930105209351, 0.5251273512840271, 0.5219351649284363, 0.520266592502594, 0.5113109350204468, 0.4970104694366455, 0.4934414327144623, 0.48792263865470886, 0.4830145239830017]"
MHIST_aaj.png,"['uninvolved colon mucosa, H&E.', 'a histopathological image of muscularis mucosa.', 'a histopathological image showing normal colon mucosa.', 'a histopathological image showing normal colonic mucosa.', 'a photomicrograph showing normal colon mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'a histopathological photograph of normal colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'a photomicrograph showing muscularis mucosa.', 'an H&E image of mucin pool.']","[0.4976714849472046, 0.47173166275024414, 0.449279248714447, 0.4346535801887512, 0.43459734320640564, 0.4160098135471344, 0.4103260040283203, 0.40893322229385376, 0.4076356291770935, 0.4057282507419586]"
